0,0,0,0.00
0,0,1,1.00
0,0,2,2.00
0,0,3,3.00
0,0,4,4.00
0,0,5,5.00
0,0,6,6.00
0,0,7,7.00
0,1,0,1.00
0,1,1,2.00
0,1,2,3.00
0,1,3,4.00
0,1,4,5.00
0,1,5,6.00
0,1,6,7.00
0,1,7,8.00
0,2,0,2.00
0,2,1,3.00
0,2,2,4.00
0,2,3,5.00
0,2,4,6.00
0,2,5,7.00
0,2,6,8.00
0,2,7,9.00
0,3,0,3.00
0,3,1,4.00
0,3,2,5.00
0,3,3,6.00
0,3,4,7.00
0,3,5,8.00
0,3,6,9.00
0,3,7,10.00
0,4,0,4.00
0,4,1,5.00
0,4,2,6.00
0,4,3,7.00
0,4,4,8.00
0,4,5,9.00
0,4,6,10.00
0,4,7,11.00
0,5,0,5.00
0,5,1,6.00
0,5,2,7.00
0,5,3,8.00
0,5,4,9.00
0,5,5,10.00
0,5,6,11.00
0,5,7,12.00
0,6,0,6.00
0,6,1,7.00
0,6,2,8.00
0,6,3,9.00
0,6,4,10.00
0,6,5,11.00
0,6,6,12.00
0,6,7,13.00
0,7,0,7.00
0,7,1,8.00
0,7,2,9.00
0,7,3,10.00
0,7,4,11.00
0,7,5,12.00
0,7,6,13.00
0,7,7,14.00
1,0,0,1.00
1,0,1,2.00
1,0,2,3.00
1,0,3,4.00
1,0,4,5.00
1,0,5,6.00
1,0,6,7.00
1,0,7,8.00
1,1,0,2.00
1,1,1,4006.74
1,1,2,9060.02
1,1,3,14009.64
1,1,4,18100.83
1,1,5,20100.48
1,1,6,16425.61
1,1,7,9.00
1,2,0,3.00
1,2,1,9061.50
1,2,2,20758.82
1,2,3,32386.92
1,2,4,42042.94
1,2,5,46778.57
1,2,6,38327.69
1,2,7,10.00
1,3,0,4.00
1,3,1,14003.11
1,3,2,32366.74
1,3,3,50790.76
1,3,4,66121.57
1,3,5,73670.22
1,3,6,60539.55
1,3,7,11.00
1,4,0,5.00
1,4,1,18082.35
1,4,2,41993.57
1,4,3,66079.72
1,4,4,86092.88
1,4,5,95910.76
1,4,6,78920.34
1,4,7,12.00
1,5,0,6.00
1,5,1,20078.92
1,5,2,46721.04
1,5,3,73607.11
1,5,4,95877.46
1,5,5,106662.47
1,5,6,87680.13
1,5,7,13.00
1,6,0,7.00
1,6,1,16409.94
1,6,2,38285.34
1,6,3,60487.54
1,6,4,78883.41
1,6,5,87665.85
1,6,6,71908.48
1,6,7,14.00
1,7,0,8.00
1,7,1,9.00
1,7,2,10.00
1,7,3,11.00
1,7,4,12.00
1,7,5,13.00
1,7,6,14.00
1,7,7,15.00
2,0,0,2.00
2,0,1,3.00
2,0,2,4.00
2,0,3,5.00
2,0,4,6.00
2,0,5,7.00
2,0,6,8.00
2,0,7,9.00
2,1,0,3.00
2,1,1,4796.10
2,1,2,10728.24
2,1,3,16400.11
2,1,4,21016.19
2,1,5,23292.66
2,1,6,19137.63
2,1,7,10.00
2,2,0,4.00
2,2,1,10731.59
2,2,2,24368.67
2,2,3,37633.68
2,2,4,48489.65
2,2,5,53863.51
2,2,6,44374.64
2,2,7,11.00
2,3,0,5.00
2,3,1,16382.79
2,3,2,37584.36
2,3,3,58437.28
2,3,4,75559.89
2,3,5,84087.29
2,3,6,69496.16
2,3,7,12.00
2,4,0,6.00
2,4,1,20971.93
2,4,2,48377.18
2,4,3,75470.18
2,4,4,97704.16
2,4,5,108755.96
2,4,6,90020.65
2,4,7,13.00
2,5,0,7.00
2,5,1,23244.96
2,5,2,53741.39
2,5,3,83960.45
2,5,4,108692.64
2,5,5,120834.58
2,5,6,99911.77
2,5,7,14.00
2,6,0,8.00
2,6,1,19105.22
2,6,2,44290.18
2,6,3,69397.35
2,6,4,89953.88
2,6,5,99887.14
2,6,6,82367.57
2,6,7,15.00
2,7,0,9.00
2,7,1,10.00
2,7,2,11.00
2,7,3,12.00
2,7,4,13.00
2,7,5,14.00
2,7,6,15.00
2,7,7,16.00
3,0,0,3.00
3,0,1,4.00
3,0,2,5.00
3,0,3,6.00
3,0,4,7.00
3,0,5,8.00
3,0,6,9.00
3,0,7,10.00
3,1,0,4.00
3,1,1,10059.23
3,1,2,22815.96
3,1,3,35190.05
3,1,4,45184.79
3,1,5,49857.60
3,1,6,40674.61
3,1,7,11.00
3,2,0,5.00
3,2,1,22815.64
3,2,2,52515.14
3,2,3,81880.27
3,2,4,105832.18
3,2,5,117171.74
3,2,6,95872.19
3,2,7,12.00
3,3,0,6.00
3,3,1,35102.96
3,3,2,81692.86
3,3,3,128416.75
3,3,4,166846.70
3,3,5,185339.59
3,3,6,152228.16
3,3,7,13.00
3,4,0,7.00
